time_s,temperature_C,pwm,heat_cool
79.33,12.87,100,0
79.46,12.9,100,0
79.59,12.89,100,0
79.73,12.86,100,0
79.86,12.86,100,0
80.0,12.87,100,0
80.13,12.88,100,0
80.26,12.88,100,0
80.4,12.87,100,0
80.53,12.89,100,0
80.67,12.88,100,0
80.8,12.89,100,0
80.93,12.87,100,0
81.07,12.87,100,0
81.2,12.87,100,0
81.34,12.86,100,0
81.47,12.88,100,0
81.6,12.84,100,0
81.74,12.87,100,0
81.87,12.86,100,0
82.0,12.87,100,0
82.14,12.87,100,0
82.27,12.86,100,0
82.41,12.87,100,0
82.54,12.84,100,0
82.67,12.85,100,0
82.81,12.85,100,0
82.94,12.83,100,0
83.08,12.87,100,0
83.21,12.85,100,0
83.34,12.85,100,0
83.48,12.84,100,0
83.61,12.86,100,0
83.75,12.86,100,0
83.88,12.86,100,0
84.01,12.86,100,0
84.15,12.85,100,0
84.28,12.84,100,0
84.41,12.85,100,0
84.55,12.85,100,0
84.68,12.85,100,0
84.82,12.84,100,0
84.95,12.84,100,0
85.08,12.82,100,0
85.22,12.82,100,0
85.35,12.83,100,0
85.48,12.84,100,0
85.62,12.83,100,0
85.75,12.84,100,0
85.89,12.83,100,0
86.02,12.83,100,0
86.15,12.83,100,0
86.29,12.83,100,0
86.42,12.83,100,0
86.56,12.82,100,0
86.69,12.83,100,0
86.82,12.83,100,0
86.96,12.83,100,0
87.09,12.81,100,0
87.23,12.81,100,0
87.36,12.82,100,0
87.49,12.82,100,0
87.63,12.81,100,0
87.76,12.81,100,0
87.89,12.79,100,0
88.03,12.82,100,0
88.16,12.81,100,0
88.3,12.81,100,0
88.43,12.83,100,0
88.56,12.81,100,0
88.7,12.79,100,0
88.83,12.79,100,0
88.97,12.8,100,0
89.1,12.8,100,0
89.23,12.81,100,0
89.37,12.81,100,0
89.5,12.81,100,0
89.63,12.8,100,0
89.77,12.79,100,0
89.9,12.8,100,0
90.04,12.78,100,0
90.17,12.8,100,0
90.3,12.8,100,0
90.44,12.78,100,0
90.57,12.82,100,0
90.71,12.79,100,0
90.84,12.79,100,0
90.97,12.78,100,0
91.11,12.8,100,0
91.24,12.79,100,0
91.38,12.77,100,0
91.51,12.8,100,0
91.64,12.78,100,0
91.78,12.81,100,0
91.91,12.8,100,0
92.04,12.78,100,0
92.18,12.78,100,0
92.31,12.77,100,0
92.45,12.76,100,0
92.58,12.76,100,0
92.71,12.75,100,0
92.85,12.77,100,0
92.98,12.77,100,0
93.12,12.77,100,0
93.25,12.78,100,0
93.38,12.77,100,0
93.52,12.78,100,0
93.65,12.77,100,0
93.79,12.8,100,0
93.92,12.76,100,0
94.05,12.77,100,0
94.19,12.77,100,0
94.32,12.78,100,0
94.45,12.77,100,0
94.59,12.77,100,0
94.72,12.75,100,0
94.86,12.76,100,0
94.99,12.73,100,0
95.12,12.76,100,0
95.26,12.76,100,0
95.39,12.76,100,0
95.52,12.77,100,0
95.66,12.77,100,0
95.79,12.76,100,0
95.93,12.78,100,0
96.06,12.74,100,0
96.19,12.76,100,0
96.33,12.75,100,0
96.46,12.76,100,0
96.6,12.75,100,0
96.73,12.76,100,0
96.86,12.74,100,0
97.0,12.75,100,0
97.13,12.76,100,0
97.26,12.77,100,0
97.4,12.75,100,0
97.53,12.74,100,0
97.67,12.75,100,0
97.8,12.75,100,0
97.93,12.73,100,0
98.07,12.76,100,0
98.2,12.73,100,0
98.34,12.76,100,0
98.47,12.74,100,0
98.61,12.74,100,0
98.74,12.77,100,0
98.87,12.75,100,0
99.01,12.73,100,0
99.14,12.72,100,0
99.27,12.73,100,0
99.41,12.74,100,0
99.54,12.72,100,0
99.68,12.72,100,0
99.81,12.72,100,0
99.94,12.71,100,0
100.08,12.72,100,0
100.21,12.73,100,0
100.35,12.74,100,0
100.48,12.73,100,0
100.62,12.73,100,0
100.75,12.73,100,0
100.89,12.72,100,0
101.02,12.7,100,0
101.16,12.72,100,0
101.29,12.71,100,0
101.43,12.73,100,0
101.56,12.7,100,0
101.7,12.73,100,0
101.83,12.71,100,0
101.96,12.73,100,0
102.1,12.72,100,0
102.24,12.72,100,0
102.37,12.7,100,0
102.5,12.71,100,0
102.64,12.72,100,0
102.77,12.71,100,0
102.91,12.74,100,0
103.04,12.71,100,0
103.18,12.69,100,0
103.31,12.72,100,0
103.45,12.69,100,0
103.58,12.71,100,0
103.72,12.69,100,0
103.85,12.7,100,0
103.99,12.7,100,0
104.12,12.7,100,0
104.26,12.7,100,0
104.39,12.69,100,0
104.53,12.7,100,0
104.66,12.68,100,0
104.8,12.7,100,0
104.93,12.69,100,0
105.07,12.72,100,0
105.2,12.69,100,0
105.34,12.68,100,0
105.47,12.68,100,0
105.61,12.73,100,0
105.74,12.68,100,0
105.88,12.68,100,0
106.01,12.69,100,0
106.15,12.67,100,0
106.28,12.68,100,0
106.42,12.68,100,0
106.55,12.67,100,0
106.69,12.68,100,0
106.82,12.68,100,0
106.96,12.66,100,0
107.09,12.68,100,0
107.23,12.66,100,0
107.36,12.67,100,0
107.5,12.68,100,0
107.63,12.67,100,0
107.77,12.67,100,0
107.9,12.69,100,0
108.04,12.67,100,0
108.17,12.67,100,0
108.31,12.67,100,0
108.44,12.66,100,0
108.57,12.68,100,0
108.71,12.66,100,0
108.85,12.67,100,0
108.98,12.66,100,0
109.11,12.67,100,0
109.25,12.66,100,0
109.38,12.66,100,0
109.52,12.66,100,0
109.65,12.66,100,0
109.79,12.64,100,0
109.93,12.66,100,0
110.06,12.67,100,0
110.19,12.66,100,0
110.33,12.68,100,0
110.46,12.67,100,0
110.6,12.65,100,0
110.73,12.64,100,0
110.87,12.66,100,0
111.0,12.65,100,0
111.14,12.65,100,0
111.27,12.63,100,0
111.41,12.66,100,0
111.54,12.65,100,0
111.68,12.64,100,0
111.81,12.65,100,0
111.95,12.65,100,0
112.08,12.64,100,0
112.22,12.65,100,0
112.35,12.64,100,0
112.49,12.63,100,0
112.62,12.65,100,0
112.76,12.64,100,0
112.89,12.64,100,0
113.03,12.64,100,0
113.16,12.64,100,0
113.3,12.63,100,0
113.43,12.64,100,0
113.57,12.64,100,0
113.7,12.63,100,0
113.84,12.63,100,0
113.97,12.63,100,0
114.11,12.63,100,0
114.24,12.63,100,0
114.38,12.64,100,0
114.51,12.63,100,0
114.65,12.63,100,0
114.78,12.63,100,0
114.92,12.62,100,0
115.05,12.6,100,0
115.18,12.63,100,0
115.32,12.62,100,0
115.46,12.63,100,0
115.59,12.63,100,0
115.72,12.63,100,0
115.86,12.62,100,0
116.0,12.63,100,0
116.13,12.62,100,0
116.26,12.62,100,0
116.4,12.61,100,0
116.54,12.61,100,0
116.67,12.63,100,0
116.8,12.62,100,0
116.94,12.62,100,0
117.07,12.62,100,0
117.21,12.62,100,0
117.34,12.61,100,0
117.48,12.61,100,0
117.61,12.63,100,0
117.75,12.61,100,0
117.88,12.62,100,0
118.02,12.61,100,0
118.15,12.61,100,0
118.29,12.61,100,0
118.42,12.61,100,0
118.56,12.61,100,0
118.69,12.62,100,0
118.83,12.62,100,0
118.96,12.6,100,0
119.1,12.61,100,0
119.23,12.61,100,0
119.37,12.61,100,0
119.5,12.6,100,0
119.64,12.6,100,0
119.77,12.6,100,0
119.91,12.63,100,0
120.04,12.61,100,0
120.18,12.58,100,0
120.31,12.6,100,0
120.45,12.6,100,0
120.58,12.6,100,0
120.72,12.61,100,0
120.85,12.61,100,0
120.99,12.59,100,0
121.12,12.61,100,0
121.26,12.6,100,0
121.39,12.62,100,0
121.53,12.6,100,0
121.66,12.59,100,0
121.8,12.6,100,0
121.93,12.6,100,0
122.06,12.59,100,0
122.2,12.59,100,0
122.34,12.59,100,0
122.47,12.58,100,0
122.61,12.6,100,0
122.74,12.59,100,0
122.87,12.57,100,0
123.01,12.58,100,0
123.14,12.59,100,0
123.28,12.58,100,0
123.41,12.61,100,0
123.55,12.59,100,0
123.68,12.58,100,0
123.82,12.58,100,0
123.95,12.58,100,0
124.09,12.57,100,0
124.22,12.58,100,0
124.36,12.58,100,0
124.49,12.6,100,0
124.63,12.59,100,0
124.76,12.58,100,0
124.9,12.56,100,0
125.03,12.57,100,0
125.17,12.58,100,0
125.3,12.58,100,0
125.44,12.57,100,0
125.57,12.58,100,0
125.71,12.58,100,0
125.84,12.56,100,0
125.98,12.57,100,0
126.11,12.58,100,0
126.25,12.59,100,0
126.38,12.58,100,0
126.52,12.58,100,0
126.65,12.58,100,0
126.79,12.58,100,0
126.92,12.57,100,0
127.06,12.56,100,0
127.19,12.57,100,0
127.33,12.57,100,0
127.46,12.57,100,0
127.6,12.57,100,0
127.73,12.56,100,0
127.87,12.57,100,0
128.0,12.57,100,0
128.14,12.57,100,0
128.27,12.57,100,0
128.41,12.57,100,0
128.54,12.56,100,0
128.68,12.57,100,0
128.81,12.55,100,0
128.95,12.57,100,0
129.08,12.59,100,0
129.22,12.56,100,0
129.35,12.56,100,0
129.49,12.56,100,0
129.62,12.56,100,0
129.76,12.56,100,0
